Asset_ID,MUTCD_Code,Description,Sign_Category,Legend_Text,Latitude,Longitude,Road_Name,Intersection_With,Condition_Rating,Status,Install_Date,Sheeting_Type,Sheeting_Manufacturer,Facing_Direction,Side_of_Road,Mount_Height,Measured_Value,Passes_Minimum,Replacement_Cost,Support_Tag,Support_Type,Support_Material,Support_Height_Inches,Support_Condition,Support_Status,Support_Install_Date
SGN-0421,W14-1,Dead End / No Outlet,warning,,39.797387,-89.641831,2nd St,,4,damaged,01/30/2024,Type IX,Avery Dennison,270,E,76,,,,SUP-0180,span_wire,steel,202,3,active,01/30/2024
SGN-0422,D1-1,Street Name Sign,guide,2ND ST,39.797387,-89.641831,2nd St,,5,active,09/22/2025,Type XI,Avery Dennison,0,S,82,,,,SUP-0180,span_wire,steel,202,3,active,01/30/2024
SGN-0423,R1-1,STOP,regulatory,STOP,39.798877,-89.646191,Edwards St,11th St,5,active,04/16/2025,Type III,3M,180,N,88,,,,SUP-0181,u_channel,galvanized_steel,82,5,active,09/16/2021
SGN-0424,D1-1,Street Name Sign,guide,11TH ST,39.798877,-89.646191,Edwards St,11th St,4,active,09/16/2021,Type III,3M,270,E,89,,,,SUP-0181,u_channel,galvanized_steel,82,5,active,09/16/2021
SGN-0425,R1-1,STOP,regulatory,STOP,39.800651,-89.644182,Edwards St,Cook St,4,faded,10/31/2020,Type III,3M,0,S,76,,,,SUP-0182,u_channel,aluminum,92,2,rusted,10/31/2020
SGN-0426,D1-1,Street Name Sign,guide,COOK ST,39.800651,-89.644182,Edwards St,Cook St,4,faded,09/26/2025,Type III,3M,0,S,88,,,,SUP-0182,u_channel,aluminum,92,2,rusted,10/31/2020
SGN-0427,R1-1,STOP,regulatory,STOP,39.796617,-89.644691,Washington St,Capitol Ave,4,active,04/02/2020,Type IX,3M,0,S,88,,,,SUP-0183,u_channel,aluminum,79,4,active,04/02/2020
SGN-0428,R1-3,Multi-Way Stop Plaque,regulatory,,39.796617,-89.644691,Washington St,Capitol Ave,4,damaged,04/02/2020,Type III,,90,W,87,,,,SUP-0183,u_channel,aluminum,79,4,active,04/02/2020
SGN-0429,D1-1,Street Name Sign,guide,CAPITOL AVE,39.796617,-89.644691,Washington St,Capitol Ave,3,active,04/02/2020,Type III,Avery Dennison,0,S,85,,,,SUP-0183,u_channel,aluminum,79,4,active,04/02/2020
SGN-0430,R1-1,STOP,regulatory,STOP,39.798177,-89.657724,Stevenson Dr,Bruns Ln,3,faded,03/08/2025,Type IX,3M,0,S,82,,,,SUP-0184,mast_arm,steel,188,5,active,06/21/2021
SGN-0431,D1-1,Street Name Sign,guide,BRUNS LN,39.798177,-89.657724,Stevenson Dr,Bruns Ln,4,active,06/21/2021,Type III,Avery Dennison,270,E,76,212,true,,SUP-0184,mast_arm,steel,188,5,active,06/21/2021
SGN-0432,R6-1,One Way (arrow),regulatory,ONE WAY,39.797144,-89.646423,Adams St,Spring St,3,active,09/24/2020,Type III,3M,0,S,80,,,,SUP-0185,mast_arm,steel,147,4,active,09/24/2020
SGN-0433,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.797144,-89.646423,Adams St,Spring St,2,active,09/24/2020,Type III,3M,180,N,84,,,302,SUP-0185,mast_arm,steel,147,4,active,09/24/2020
SGN-0434,R1-1,STOP,regulatory,STOP,39.811282,-89.651208,Dirksen Pkwy,Koke Mill Rd,4,active,01/25/2021,Type III,3M,90,W,84,,,,SUP-0186,square_tube,galvanized_steel,86,3,active,01/25/2021
SGN-0435,R1-3,Multi-Way Stop Plaque,regulatory,,39.811282,-89.651208,Dirksen Pkwy,Koke Mill Rd,4,faded,06/29/2023,Type XI,3M,180,N,90,635,true,,SUP-0186,square_tube,galvanized_steel,86,3,active,01/25/2021
SGN-0436,D1-1,Street Name Sign,guide,KOKE MILL RD,39.811282,-89.651208,Dirksen Pkwy,Koke Mill Rd,3,active,01/25/2021,Type III,3M,270,E,77,,,,SUP-0186,square_tube,galvanized_steel,86,3,active,01/25/2021
SGN-0437,R1-1,STOP,regulatory,STOP,39.795666,-89.622148,Allen St,Capitol Ave,5,active,06/18/2025,Type IX,Avery Dennison,270,E,87,,,,SUP-0187,round_tube,galvanized_steel,87,5,active,06/18/2025
SGN-0438,D1-1,Street Name Sign,guide,CAPITOL AVE,39.795666,-89.622148,Allen St,Capitol Ave,5,active,06/18/2025,Type XI,3M,180,N,86,,,,SUP-0187,round_tube,galvanized_steel,87,5,active,06/18/2025
SGN-0439,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.750000,-89.655903,Old Jacksonville Rd,,5,active,09/04/2024,Type XI,Avery Dennison,180,N,78,,,,SUP-0188,u_channel,galvanized_steel,82,3,active,04/07/2020
SGN-0440,D1-1,Street Name Sign,guide,OLD JACKSONVILLE RD,39.750000,-89.655903,Old Jacksonville Rd,,2,damaged,04/07/2020,Type XI,Avery Dennison,180,N,81,625,true,115,SUP-0188,u_channel,galvanized_steel,82,3,active,04/07/2020
SGN-0441,R1-1,STOP,regulatory,STOP,39.802522,-89.642184,Jefferson St,Edwards St,2,faded,05/06/2018,Type XI,Avery Dennison,90,W,83,,,345,SUP-0189,u_channel,aluminum,84,4,active,05/06/2018
SGN-0442,R1-3,Multi-Way Stop Plaque,regulatory,,39.802522,-89.642184,Jefferson St,Edwards St,5,active,05/06/2018,Type I,Avery Dennison,90,W,86,58,true,,SUP-0189,u_channel,aluminum,84,4,active,05/06/2018
SGN-0443,D1-1,Street Name Sign,guide,EDWARDS ST,39.802522,-89.642184,Jefferson St,Edwards St,5,active,05/06/2018,Type III,3M,90,W,88,,,,SUP-0189,u_channel,aluminum,84,4,active,05/06/2018
SGN-0444,R1-1,STOP,regulatory,STOP,39.793004,-89.638351,Edwards St,Lindbergh Blvd,5,active,12/14/2023,Type XI,3M,90,W,77,752,true,,SUP-0190,mast_arm,galvanized_steel,180,5,active,12/14/2023
SGN-0445,D1-1,Street Name Sign,guide,LINDBERGH BLVD,39.793004,-89.638351,Edwards St,Lindbergh Blvd,5,active,12/14/2023,Type XI,3M,90,W,81,,,,SUP-0190,mast_arm,galvanized_steel,180,5,active,12/14/2023
SGN-0446,R2-1,Speed Limit,regulatory,SPEED LIMIT 25,39.808921,-89.633883,Allen St,,3,active,11/08/2019,Type IX,3M,90,W,81,,,,SUP-0191,round_tube,galvanized_steel,89,5,active,11/08/2019
SGN-0447,D1-1,Street Name Sign,guide,ALLEN ST,39.808921,-89.633883,Allen St,,2,damaged,11/08/2019,Type III,,0,S,90,,,139,SUP-0191,round_tube,galvanized_steel,89,5,active,11/08/2019
SGN-0448,R1-1,STOP,regulatory,STOP,39.840000,-89.603955,Lindbergh Blvd,Glenwood Ave,3,active,01/12/2025,Type IX,3M,0,S,88,,,,SUP-0192,round_tube,galvanized_steel,82,5,missing,01/12/2025
SGN-0449,R1-3,Multi-Way Stop Plaque,regulatory,,39.840000,-89.603955,Lindbergh Blvd,Glenwood Ave,5,active,01/12/2025,Type IX,,0,S,85,,,,SUP-0192,round_tube,galvanized_steel,82,5,missing,01/12/2025
SGN-0450,D1-1,Street Name Sign,guide,GLENWOOD AVE,39.840000,-89.603955,Lindbergh Blvd,Glenwood Ave,5,active,01/12/2025,Type XI,3M,180,N,85,,,,SUP-0192,round_tube,galvanized_steel,82,5,missing,01/12/2025
SGN-0451,R1-1,STOP,regulatory,STOP,39.799005,-89.643601,5th St,Spring St,4,active,02/23/2026,Type IX,3M,180,N,91,,,,SUP-0193,u_channel,galvanized_steel,75,5,active,02/23/2026
SGN-0452,R1-3,Multi-Way Stop Plaque,regulatory,,39.799005,-89.643601,5th St,Spring St,5,obscured,02/23/2026,Type III,Avery Dennison,180,N,84,,,,SUP-0193,u_channel,galvanized_steel,75,5,active,02/23/2026
SGN-0453,D1-1,Street Name Sign,guide,SPRING ST,39.799005,-89.643601,5th St,Spring St,5,active,02/23/2026,Type XI,,0,S,79,914,true,,SUP-0193,u_channel,galvanized_steel,75,5,active,02/23/2026
SGN-0454,D1-1,Street Name Sign,guide,SPRING ST,39.799005,-89.643601,5th St,Spring St,5,active,02/23/2026,Type III,,180,N,82,,,,SUP-0193,u_channel,galvanized_steel,75,5,active,02/23/2026
SGN-0455,R1-1,STOP,regulatory,STOP,39.813767,-89.628936,Wabash Ave,Monroe St,2,faded,10/01/2017,Type III,Avery Dennison,90,W,80,,,106,SUP-0194,mast_arm,steel,197,3,active,10/01/2017
SGN-0456,D1-1,Street Name Sign,guide,MONROE ST,39.813767,-89.628936,Wabash Ave,Monroe St,3,missing,10/01/2017,Type I,3M,0,S,87,,,,SUP-0194,mast_arm,steel,197,3,active,10/01/2017
SGN-0457,S1-1,School Zone,school,SCHOOL ZONE,39.788594,-89.631330,Lawrence Ave,Lindbergh Blvd,5,active,03/14/2023,Type IX,3M,180,N,87,,,,SUP-0195,square_tube,aluminum,81,5,active,03/14/2023
SGN-0458,S3-1,School Speed Limit,school,SCHOOL SPEED LIMIT 20,39.788594,-89.631330,Lawrence Ave,Lindbergh Blvd,5,active,03/14/2023,Type XI,3M,180,N,83,,,,SUP-0195,square_tube,aluminum,81,5,active,03/14/2023
SGN-0459,R1-1,STOP,regulatory,STOP,39.805512,-89.637634,9th St,Adams St,4,active,07/28/2020,Type IX,3M,90,W,84,,,,SUP-0196,wall_mount,aluminum,102,2,active,07/28/2020
SGN-0460,R1-3,Multi-Way Stop Plaque,regulatory,,39.805512,-89.637634,9th St,Adams St,5,active,01/29/2023,Type III,3M,90,W,83,180,true,,SUP-0196,wall_mount,aluminum,102,2,active,07/28/2020
SGN-0461,D1-1,Street Name Sign,guide,ADAMS ST,39.805512,-89.637634,9th St,Adams St,3,active,07/28/2020,Type IX,3M,270,E,86,,,,SUP-0196,wall_mount,aluminum,102,2,active,07/28/2020
SGN-0462,D1-1,Street Name Sign,guide,ADAMS ST,39.805512,-89.637634,9th St,Adams St,2,damaged,07/28/2020,Type III,3M,270,E,83,,,281,SUP-0196,wall_mount,aluminum,102,2,active,07/28/2020
SGN-0463,R1-1,STOP,regulatory,STOP,39.805343,-89.663533,Lawrence Ave,Iles Ave,5,missing,04/05/2023,Type III,3M,90,W,83,,,,SUP-0197,wood,wood,95,5,active,04/05/2023
SGN-0464,R1-3,Multi-Way Stop Plaque,regulatory,,39.805343,-89.663533,Lawrence Ave,Iles Ave,4,active,04/05/2023,Type XI,3M,180,N,83,,,,SUP-0197,wood,wood,95,5,active,04/05/2023
SGN-0465,D1-1,Street Name Sign,guide,ILES AVE,39.805343,-89.663533,Lawrence Ave,Iles Ave,5,active,12/02/2025,Type XI,3M,270,E,83,,,,SUP-0197,wood,wood,95,5,active,04/05/2023
SGN-0466,R1-1,STOP,regulatory,STOP,39.803147,-89.645794,11th St,Edwards St,3,active,03/14/2018,Type III,3M,270,E,86,155,true,,SUP-0198,wood,wood,98,4,active,03/14/2018
SGN-0467,D1-1,Street Name Sign,guide,EDWARDS ST,39.803147,-89.645794,11th St,Edwards St,4,active,03/14/2018,Type IX,3M,180,N,81,,,,SUP-0198,wood,wood,98,4,active,03/14/2018
SGN-0468,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.809102,-89.643873,Capitol Ave,,3,active,12/04/2018,Type III,Avery Dennison,90,W,86,,,,SUP-0199,u_channel,galvanized_steel,74,2,damaged,12/04/2018
SGN-0469,D1-1,Street Name Sign,guide,CAPITOL AVE,39.809102,-89.643873,Capitol Ave,,3,active,12/04/2018,Type III,3M,270,E,77,,,,SUP-0199,u_channel,galvanized_steel,74,2,damaged,12/04/2018
SGN-0470,R1-1,STOP,regulatory,STOP,39.799071,-89.645088,Monroe St,5th St,5,active,03/05/2024,Type XI,3M,0,S,83,561,true,,SUP-0200,square_tube,galvanized_steel,87,3,active,12/02/2021
SGN-0471,D1-1,Street Name Sign,guide,5TH ST,39.799071,-89.645088,Monroe St,5th St,5,active,12/02/2021,Type I,,180,N,86,72,true,,SUP-0200,square_tube,galvanized_steel,87,3,active,12/02/2021
SGN-0472,R6-1,One Way (arrow),regulatory,ONE WAY,39.796115,-89.641867,6th St,Edwards St,4,active,01/23/2024,Type IX,Avery Dennison,180,N,83,,,,SUP-0201,u_channel,galvanized_steel,90,4,active,09/08/2020
SGN-0473,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.796115,-89.641867,6th St,Edwards St,4,active,09/08/2020,Type III,3M,90,W,83,,,,SUP-0201,u_channel,galvanized_steel,90,4,active,09/08/2020
SGN-0474,R6-1,One Way (arrow),regulatory,ONE WAY,39.800297,-89.640631,Jefferson St,Edwards St,5,active,08/04/2024,Type III,3M,90,W,83,,,,SUP-0202,square_tube,aluminum,83,5,active,08/04/2024
SGN-0475,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.800297,-89.640631,Jefferson St,Edwards St,5,active,08/04/2024,Type XI,3M,0,S,84,,,,SUP-0202,square_tube,aluminum,83,5,active,08/04/2024
SGN-0476,R1-1,STOP,regulatory,STOP,39.833168,-89.668685,North Grand Ave,MacArthur Blvd,3,active,12/01/2020,Type III,3M,270,E,83,,,,SUP-0203,wall_mount,aluminum,103,3,active,12/01/2020
SGN-0477,R1-3,Multi-Way Stop Plaque,regulatory,,39.833168,-89.668685,North Grand Ave,MacArthur Blvd,5,active,12/01/2020,Type IX,Avery Dennison,0,S,87,,,,SUP-0203,wall_mount,aluminum,103,3,active,12/01/2020
SGN-0478,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.798952,-89.646489,Dirksen Pkwy,,5,active,10/13/2023,Type IX,3M,270,E,85,,,,SUP-0204,round_tube,aluminum,65,4,damaged,10/13/2023
SGN-0479,D1-1,Street Name Sign,guide,DIRKSEN PKWY,39.798952,-89.646489,Dirksen Pkwy,,3,active,10/13/2023,Type IX,3M,180,N,84,431,true,,SUP-0204,round_tube,aluminum,65,4,damaged,10/13/2023
SGN-0480,R1-1,STOP,regulatory,STOP,39.802133,-89.643735,6th St,Capitol Ave,5,active,10/01/2024,Type IX,3M,0,S,82,,,,SUP-0205,round_tube,galvanized_steel,79,5,active,10/01/2024
SGN-0481,R1-3,Multi-Way Stop Plaque,regulatory,,39.802133,-89.643735,6th St,Capitol Ave,5,active,10/01/2024,Type III,,90,W,80,,,,SUP-0205,round_tube,galvanized_steel,79,5,active,10/01/2024
SGN-0482,D1-1,Street Name Sign,guide,CAPITOL AVE,39.802133,-89.643735,6th St,Capitol Ave,5,active,10/01/2024,Type XI,3M,0,S,85,,,,SUP-0205,round_tube,galvanized_steel,79,5,active,10/01/2024
SGN-0483,R1-1,STOP,regulatory,STOP,39.797042,-89.627072,Clear Lake Ave,2nd St,2,active,07/23/2016,Type III,Avery Dennison,270,E,91,,,317,SUP-0206,round_tube,galvanized_steel,86,4,active,07/23/2016
SGN-0484,D1-1,Street Name Sign,guide,2ND ST,39.797042,-89.627072,Clear Lake Ave,2nd St,2,obscured,09/29/2018,Type III,3M,0,S,87,164,true,306,SUP-0206,round_tube,galvanized_steel,86,4,active,07/23/2016
SGN-0485,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.800821,-89.647676,Capitol Ave,Washington St,2,active,09/04/2023,Type III,Avery Dennison,90,W,89,,,240,SUP-0207,wood,wood,94,4,damaged,09/04/2023
SGN-0486,D1-1,Street Name Sign,guide,WASHINGTON ST,39.800821,-89.647676,Capitol Ave,Washington St,3,missing,09/04/2023,Type IX,3M,90,W,87,,,,SUP-0207,wood,wood,94,4,damaged,09/04/2023
SGN-0487,W14-1,Dead End / No Outlet,warning,,39.797009,-89.649598,Bruns Ln,MacArthur Blvd,5,active,09/13/2025,Type XI,3M,0,S,80,,,,SUP-0208,wall_mount,aluminum,101,5,damaged,09/13/2025
SGN-0488,D1-1,Street Name Sign,guide,MACARTHUR BLVD,39.797009,-89.649598,Bruns Ln,MacArthur Blvd,5,active,09/13/2025,Type IX,Avery Dennison,270,E,81,,,,SUP-0208,wall_mount,aluminum,101,5,damaged,09/13/2025
SGN-0489,R1-1,STOP,regulatory,STOP,39.801715,-89.640034,Spring St,J David Jones Pkwy,2,damaged,02/02/2018,Type I,3M,0,S,81,,,126,SUP-0209,square_tube,aluminum,81,3,damaged,02/02/2018
SGN-0490,D1-1,Street Name Sign,guide,J DAVID JONES PKWY,39.801715,-89.640034,Spring St,J David Jones Pkwy,3,active,02/02/2018,Type III,3M,270,E,81,,,,SUP-0209,square_tube,aluminum,81,3,damaged,02/02/2018
SGN-0491,R1-1,STOP,regulatory,STOP,39.776272,-89.674476,Lindbergh Blvd,Black Ave,5,active,11/13/2016,Type III,Avery Dennison,180,N,84,,,,SUP-0210,round_tube,aluminum,90,3,active,07/18/2013
SGN-0492,R1-3,Multi-Way Stop Plaque,regulatory,,39.776272,-89.674476,Lindbergh Blvd,Black Ave,1,damaged,07/18/2013,Type III,3M,0,S,86,104,true,274,SUP-0210,round_tube,aluminum,90,3,active,07/18/2013
SGN-0493,D1-1,Street Name Sign,guide,BLACK AVE,39.776272,-89.674476,Lindbergh Blvd,Black Ave,4,active,07/18/2013,Type I,3M,90,W,78,,,,SUP-0210,round_tube,aluminum,90,3,active,07/18/2013
SGN-0494,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.799706,-89.645352,2nd St,Washington St,1,faded,09/02/2014,Type I,Avery Dennison,180,N,86,,,174,SUP-0211,span_wire,steel,209,5,damaged,09/02/2014
SGN-0495,D1-1,Street Name Sign,guide,WASHINGTON ST,39.799706,-89.645352,2nd St,Washington St,3,obscured,09/02/2014,Type III,3M,0,S,89,,,,SUP-0211,span_wire,steel,209,5,damaged,09/02/2014
SGN-0496,W14-1,Dead End / No Outlet,warning,,39.781996,-89.646149,Clear Lake Ave,Glenwood Ave,5,faded,04/06/2022,Type IX,3M,270,E,87,,,,SUP-0212,u_channel,galvanized_steel,84,4,active,04/06/2022
SGN-0497,D1-1,Street Name Sign,guide,GLENWOOD AVE,39.781996,-89.646149,Clear Lake Ave,Glenwood Ave,3,active,04/26/2023,Type IX,3M,180,N,89,,,,SUP-0212,u_channel,galvanized_steel,84,4,active,04/06/2022
SGN-0498,R1-1,STOP,regulatory,STOP,39.799687,-89.644298,Adams St,11th St,5,active,08/26/2023,Type IX,3M,180,N,77,,,,SUP-0213,u_channel,galvanized_steel,70,5,leaning,08/26/2023
SGN-0499,R1-3,Multi-Way Stop Plaque,regulatory,,39.799687,-89.644298,Adams St,11th St,3,active,08/26/2023,Type XI,Avery Dennison,180,N,85,,,,SUP-0213,u_channel,galvanized_steel,70,5,leaning,08/26/2023
SGN-0500,R1-1,STOP,regulatory,STOP,39.814070,-89.644310,Montvale Dr,11th St,4,active,03/20/2022,Type III,3M,180,N,77,,,,SUP-0214,mast_arm,steel,179,4,active,03/20/2022
SGN-0501,R1-3,Multi-Way Stop Plaque,regulatory,,39.814070,-89.644310,Montvale Dr,11th St,5,active,01/08/2025,Type XI,,180,N,79,807,true,,SUP-0214,mast_arm,steel,179,4,active,03/20/2022
SGN-0502,D1-1,Street Name Sign,guide,11TH ST,39.814070,-89.644310,Montvale Dr,11th St,5,active,03/20/2022,Type XI,3M,90,W,80,,,,SUP-0214,mast_arm,steel,179,4,active,03/20/2022
SGN-0503,R1-1,STOP,regulatory,STOP,39.798868,-89.644600,Edwards St,11th St,2,active,02/15/2022,Type XI,3M,270,E,84,639,true,77,SUP-0215,u_channel,aluminum,92,5,active,02/15/2022
SGN-0504,R1-3,Multi-Way Stop Plaque,regulatory,,39.798868,-89.644600,Edwards St,11th St,5,active,02/15/2022,Type XI,3M,180,N,83,592,true,,SUP-0215,u_channel,aluminum,92,5,active,02/15/2022
SGN-0505,R6-1,One Way (arrow),regulatory,ONE WAY,39.799465,-89.645975,Edwards St,Cook St,4,active,05/13/2020,Type IX,,0,S,89,,,,SUP-0216,u_channel,galvanized_steel,81,1,leaning,05/13/2020
SGN-0506,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.799465,-89.645975,Edwards St,Cook St,3,active,05/13/2020,Type IX,Avery Dennison,180,N,86,325,true,,SUP-0216,u_channel,galvanized_steel,81,1,leaning,05/13/2020
SGN-0507,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.800682,-89.644794,Jefferson St,,2,active,06/18/2023,Type IX,,90,W,79,,,325,SUP-0217,u_channel,galvanized_steel,76,5,active,06/18/2023
SGN-0508,D1-1,Street Name Sign,guide,JEFFERSON ST,39.800682,-89.644794,Jefferson St,,4,missing,06/18/2023,Type IX,,180,N,83,,,,SUP-0217,u_channel,galvanized_steel,76,5,active,06/18/2023
SGN-0509,R1-1,STOP,regulatory,STOP,39.823206,-89.659596,Toronto Rd,MacArthur Blvd,3,active,08/19/2021,Type XI,Avery Dennison,0,S,86,,,,SUP-0218,square_tube,aluminum,87,3,active,08/19/2021
SGN-0510,D1-1,Street Name Sign,guide,MACARTHUR BLVD,39.823206,-89.659596,Toronto Rd,MacArthur Blvd,3,active,08/19/2021,Type IX,3M,270,E,83,364,true,,SUP-0218,square_tube,aluminum,87,3,active,08/19/2021
SGN-0511,R2-1,Speed Limit,regulatory,SPEED LIMIT 25,39.807362,-89.639289,6th St,Lawrence Ave,4,active,11/10/2023,Type XI,3M,270,E,84,,,,SUP-0219,u_channel,galvanized_steel,77,5,active,11/10/2023
SGN-0512,D1-1,Street Name Sign,guide,LAWRENCE AVE,39.807362,-89.639289,6th St,Lawrence Ave,4,active,11/10/2023,Type IX,3M,0,S,80,,,,SUP-0219,u_channel,galvanized_steel,77,5,active,11/10/2023
SGN-0513,R1-1,STOP,regulatory,STOP,39.800437,-89.643779,Capitol Ave,Adams St,5,active,04/09/2025,Type XI,3M,0,S,90,521,true,,SUP-0220,u_channel,galvanized_steel,85,4,active,04/09/2025
SGN-0514,R1-3,Multi-Way Stop Plaque,regulatory,,39.800437,-89.643779,Capitol Ave,Adams St,5,faded,04/09/2025,Type XI,3M,90,W,84,,,,SUP-0220,u_channel,galvanized_steel,85,4,active,04/09/2025
SGN-0515,D1-1,Street Name Sign,guide,ADAMS ST,39.800437,-89.643779,Capitol Ave,Adams St,3,faded,04/09/2025,Type IX,3M,180,N,86,,,,SUP-0220,u_channel,galvanized_steel,85,4,active,04/09/2025
SGN-0516,D1-1,Street Name Sign,guide,ADAMS ST,39.800437,-89.643779,Capitol Ave,Adams St,3,active,04/09/2025,Type XI,3M,0,S,82,,,,SUP-0220,u_channel,galvanized_steel,85,4,active,04/09/2025
SGN-0517,R1-1,STOP,regulatory,STOP,39.750000,-89.645332,Dirksen Pkwy,Iles Ave,4,active,11/16/2025,Type IX,3M,0,S,86,437,true,,SUP-0221,u_channel,aluminum,75,4,active,11/16/2025
SGN-0518,R1-3,Multi-Way Stop Plaque,regulatory,,39.750000,-89.645332,Dirksen Pkwy,Iles Ave,5,active,11/16/2025,Type XI,Avery Dennison,180,N,86,,,,SUP-0221,u_channel,aluminum,75,4,active,11/16/2025
SGN-0519,R1-1,STOP,regulatory,STOP,39.821998,-89.662646,Chatham Rd,Stanford Ave,3,active,09/17/2019,Type IX,3M,180,N,83,,,,SUP-0222,mast_arm,steel,208,4,active,09/17/2019
SGN-0520,R1-3,Multi-Way Stop Plaque,regulatory,,39.821998,-89.662646,Chatham Rd,Stanford Ave,3,faded,09/17/2019,Type IX,3M,180,N,80,,,,SUP-0222,mast_arm,steel,208,4,active,09/17/2019
SGN-0521,D1-1,Street Name Sign,guide,STANFORD AVE,39.821998,-89.662646,Chatham Rd,Stanford Ave,5,active,05/12/2022,Type XI,3M,270,E,80,,,,SUP-0222,mast_arm,steel,208,4,active,09/17/2019
SGN-0522,R1-1,STOP,regulatory,STOP,39.799767,-89.640286,9th St,Clear Lake Ave,5,faded,08/10/2025,Type IX,Avery Dennison,0,S,85,,,,SUP-0223,square_tube,galvanized_steel,85,5,active,08/15/2022
SGN-0523,D1-1,Street Name Sign,guide,CLEAR LAKE AVE,39.799767,-89.640286,9th St,Clear Lake Ave,4,active,08/15/2022,Type IX,3M,90,W,83,386,true,,SUP-0223,square_tube,galvanized_steel,85,5,active,08/15/2022
SGN-0524,R1-1,STOP,regulatory,STOP,39.794659,-89.646289,Cook St,2nd St,3,active,11/13/2019,Type I,,270,E,87,67,true,,SUP-0224,round_tube,aluminum,90,4,active,11/13/2019
SGN-0525,R1-3,Multi-Way Stop Plaque,regulatory,,39.794659,-89.646289,Cook St,2nd St,3,active,11/13/2019,Type IX,3M,180,N,91,392,true,,SUP-0224,round_tube,aluminum,90,4,active,11/13/2019
SGN-0526,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.817426,-89.651943,Sangamon Ave,Black Ave,5,active,02/04/2021,Type III,Avery Dennison,90,W,85,,,,SUP-0225,u_channel,galvanized_steel,84,4,active,02/04/2021
SGN-0527,D1-1,Street Name Sign,guide,BLACK AVE,39.817426,-89.651943,Sangamon Ave,Black Ave,4,active,02/04/2021,Type XI,3M,0,S,90,565,true,,SUP-0225,u_channel,galvanized_steel,84,4,active,02/04/2021
SGN-0528,R1-1,STOP,regulatory,STOP,39.799029,-89.648664,6th St,5th St,2,active,03/23/2015,Type I,Avery Dennison,90,W,87,,,318,SUP-0226,u_channel,galvanized_steel,86,2,leaning,03/23/2015
SGN-0529,R1-3,Multi-Way Stop Plaque,regulatory,,39.799029,-89.648664,6th St,5th St,3,active,03/23/2015,Type IX,Avery Dennison,270,E,90,,,,SUP-0226,u_channel,galvanized_steel,86,2,leaning,03/23/2015
SGN-0530,D1-1,Street Name Sign,guide,5TH ST,39.799029,-89.648664,6th St,5th St,3,active,03/23/2015,Type III,3M,270,E,87,,,,SUP-0226,u_channel,galvanized_steel,86,2,leaning,03/23/2015
SGN-0531,W11-2,Pedestrian Crossing,warning,,39.799947,-89.644538,Cook St,Washington St,3,active,07/27/2020,Type IX,3M,180,N,76,421,true,,SUP-0227,square_tube,galvanized_steel,83,3,active,07/27/2020
SGN-0532,R9-7,Pedestrian Crossing,regulatory,,39.799947,-89.644538,Cook St,Washington St,3,active,07/27/2020,Type IX,3M,270,E,82,,,,SUP-0227,square_tube,galvanized_steel,83,3,active,07/27/2020
SGN-0533,R1-1,STOP,regulatory,STOP,39.798243,-89.645719,Spring St,Pasfield St,3,missing,03/08/2021,Type XI,,90,W,83,,,,SUP-0228,square_tube,aluminum,76,4,rusted,03/08/2021
SGN-0534,R1-3,Multi-Way Stop Plaque,regulatory,,39.798243,-89.645719,Spring St,Pasfield St,5,active,03/08/2021,Type IX,3M,180,N,80,,,,SUP-0228,square_tube,aluminum,76,4,rusted,03/08/2021
SGN-0535,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.801751,-89.645017,Spring St,6th St,5,active,04/08/2021,Type IX,3M,0,S,83,,,,SUP-0229,u_channel,aluminum,80,5,active,04/08/2021
SGN-0536,D1-1,Street Name Sign,guide,6TH ST,39.801751,-89.645017,Spring St,6th St,4,active,04/08/2021,Type III,3M,270,E,85,,,,SUP-0229,u_channel,aluminum,80,5,active,04/08/2021
SGN-0537,R1-1,STOP,regulatory,STOP,39.834757,-89.606576,Meadowbrook Rd,Stevenson Dr,3,active,05/25/2023,Type XI,Avery Dennison,90,W,86,,,,SUP-0230,square_tube,aluminum,78,3,active,10/09/2020
SGN-0538,R1-3,Multi-Way Stop Plaque,regulatory,,39.834757,-89.606576,Meadowbrook Rd,Stevenson Dr,2,faded,10/09/2020,Type III,,0,S,84,,,209,SUP-0230,square_tube,aluminum,78,3,active,10/09/2020
SGN-0539,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.797444,-89.642732,Jefferson St,Ash St,2,faded,07/29/2015,Type III,Avery Dennison,180,N,75,,,128,SUP-0231,wood,wood,97,2,leaning,03/29/2012
